model,layer_idx,shape_n,shape_d,mean,std,norm_mean
gemma-2b_e,0,10000,2304,-0.015618229284882545,1.5463510751724243,71.9294662475586
gemma-2b_e,3,10000,2304,0.014306945726275444,1.7618460655212402,82.48809814453125
gemma-2b_e,6,10000,2304,0.02907020039856434,1.9602552652359009,92.13411712646484
gemma-2b_e,9,10000,2304,0.044016215950250626,2.57185697555542,121.28833770751953
gemma-2b_e,12,10000,2304,0.06450838595628738,3.0876212120056152,145.39352416992188
gemma-2b_e,15,10000,2304,0.06822701543569565,4.146173000335693,196.57730102539062
gemma-2b_e,18,10000,2304,0.08760219812393188,5.645963668823242,268.2699890136719
gemma-2b_e,21,10000,2304,0.08115987479686737,8.282605171203613,394.610107421875
gemma-2b_e,25,10000,2304,-0.11853291094303131,15.99769401550293,741.7666015625
